DEBUG:root: 0: regs[a:7  ['cpy', 'a', 'b']
DEBUG:root:23: regs[a:6221, b:1, d:19, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6221, b:1, d:19, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6222, b:1, d:19, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6222, b:1, d:18, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6222, b:1, d:18, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6223, b:1, d:18, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6223, b:1, d:17, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6223, b:1, d:17, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6224, b:1, d:17, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6224, b:1, d:16, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6224, b:1, d:16, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6225, b:1, d:16, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6225, b:1, d:15, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6225, b:1, d:15, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6226, b:1, d:15, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6226, b:1, d:14, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6226, b:1, d:14, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6227, b:1, d:14, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6227, b:1, d:13, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6227, b:1, d:13, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6228, b:1, d:13, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6228, b:1, d:12, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6228, b:1, d:12, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6229, b:1, d:12, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6229, b:1, d:11, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6229, b:1, d:11, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6230, b:1, d:11, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6230, b:1, d:10, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6230, b:1, d:10, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6231, b:1, d:10, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6231, b:1, d:9, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6231, b:1, d:9, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6232, b:1, d:9, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6232, b:1, d:8, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6232, b:1, d:8, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6233, b:1, d:8, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6233, b:1, d:7, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6233, b:1, d:7, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6234, b:1, d:7, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6234, b:1, d:6, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6234, b:1, d:6, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6235, b:1, d:6, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6235, b:1, d:5, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6235, b:1, d:5, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6236, b:1, d:5, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6236, b:1, d:4, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6236, b:1, d:4, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6237, b:1, d:4, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6237, b:1, d:3, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6237, b:1, d:3, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6238, b:1, d:3, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6238, b:1, d:2, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6238, b:1, d:2, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6239, b:1, d:2, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6239, b:1, d:1, c:56  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6239, b:1, d:1, c:56  ['inc', 'a']
DEBUG:root:22: regs[a:6240, b:1, d:1, c:56  ['dec', 'd']
DEBUG:root:23: regs[a:6240, b:1, d:0, c:56  ['jnz', 'd', '-2']
DEBUG:root:24: regs[a:6240, b:1, d:0, c:56  ['dec', 'c']
DEBUG:root:25: regs[a:6240, b:1, d:0, c:55  ['jnz', 'c', '-5']
DEBUG:root:20: regs[a:6240, b:1, d:0, c:55  ['cpy', '75', 'd']
DEBUG:root:21: regs[a:6240, b:1, d:75, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6241, b:1, d:75, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6241, b:1, d:74, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6241, b:1, d:74, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6242, b:1, d:74, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6242, b:1, d:73, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6242, b:1, d:73, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6243, b:1, d:73, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6243, b:1, d:72, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6243, b:1, d:72, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6244, b:1, d:72, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6244, b:1, d:71, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6244, b:1, d:71, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6245, b:1, d:71, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6245, b:1, d:70, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6245, b:1, d:70, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6246, b:1, d:70, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6246, b:1, d:69, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6246, b:1, d:69, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6247, b:1, d:69, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6247, b:1, d:68, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6247, b:1, d:68, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6248, b:1, d:68, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6248, b:1, d:67, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6248, b:1, d:67, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6249, b:1, d:67, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6249, b:1, d:66, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6249, b:1, d:66, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6250, b:1, d:66, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6250, b:1, d:65, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6250, b:1, d:65, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6251, b:1, d:65, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6251, b:1, d:64, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6251, b:1, d:64, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6252, b:1, d:64, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6252, b:1, d:63, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6252, b:1, d:63, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6253, b:1, d:63, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6253, b:1, d:62, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6253, b:1, d:62, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6254, b:1, d:62, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6254, b:1, d:61, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6254, b:1, d:61, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6255, b:1, d:61, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6255, b:1, d:60, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6255, b:1, d:60, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6256, b:1, d:60, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6256, b:1, d:59, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6256, b:1, d:59, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6257, b:1, d:59, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6257, b:1, d:58, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6257, b:1, d:58, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6258, b:1, d:58, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6258, b:1, d:57, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6258, b:1, d:57, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6259, b:1, d:57, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6259, b:1, d:56, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6259, b:1, d:56, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6260, b:1, d:56, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6260, b:1, d:55, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6260, b:1, d:55, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6261, b:1, d:55, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6261, b:1, d:54, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6261, b:1, d:54, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6262, b:1, d:54, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6262, b:1, d:53, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6262, b:1, d:53, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6263, b:1, d:53, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6263, b:1, d:52, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6263, b:1, d:52, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6264, b:1, d:52, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6264, b:1, d:51, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6264, b:1, d:51, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6265, b:1, d:51, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6265, b:1, d:50, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6265, b:1, d:50, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6266, b:1, d:50, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6266, b:1, d:49, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6266, b:1, d:49, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6267, b:1, d:49, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6267, b:1, d:48, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6267, b:1, d:48, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6268, b:1, d:48, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6268, b:1, d:47, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6268, b:1, d:47, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6269, b:1, d:47, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6269, b:1, d:46, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6269, b:1, d:46, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6270, b:1, d:46, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6270, b:1, d:45, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6270, b:1, d:45, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6271, b:1, d:45, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6271, b:1, d:44, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6271, b:1, d:44, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6272, b:1, d:44, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6272, b:1, d:43, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6272, b:1, d:43, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6273, b:1, d:43, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6273, b:1, d:42, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6273, b:1, d:42, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6274, b:1, d:42, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6274, b:1, d:41, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6274, b:1, d:41, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6275, b:1, d:41, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6275, b:1, d:40, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6275, b:1, d:40, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6276, b:1, d:40, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6276, b:1, d:39, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6276, b:1, d:39, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6277, b:1, d:39, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6277, b:1, d:38, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6277, b:1, d:38, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6278, b:1, d:38, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6278, b:1, d:37, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6278, b:1, d:37, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6279, b:1, d:37, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6279, b:1, d:36, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6279, b:1, d:36, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6280, b:1, d:36, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6280, b:1, d:35, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6280, b:1, d:35, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6281, b:1, d:35, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6281, b:1, d:34, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6281, b:1, d:34, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6282, b:1, d:34, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6282, b:1, d:33, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6282, b:1, d:33, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6283, b:1, d:33, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6283, b:1, d:32, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6283, b:1, d:32, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6284, b:1, d:32, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6284, b:1, d:31, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6284, b:1, d:31, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6285, b:1, d:31, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6285, b:1, d:30, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6285, b:1, d:30, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6286, b:1, d:30, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6286, b:1, d:29, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6286, b:1, d:29, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6287, b:1, d:29, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6287, b:1, d:28, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6287, b:1, d:28, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6288, b:1, d:28, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6288, b:1, d:27, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6288, b:1, d:27, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6289, b:1, d:27, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6289, b:1, d:26, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6289, b:1, d:26, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6290, b:1, d:26, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6290, b:1, d:25, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6290, b:1, d:25, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6291, b:1, d:25, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6291, b:1, d:24, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6291, b:1, d:24, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6292, b:1, d:24, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6292, b:1, d:23, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6292, b:1, d:23, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6293, b:1, d:23, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6293, b:1, d:22, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6293, b:1, d:22, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6294, b:1, d:22, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6294, b:1, d:21, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6294, b:1, d:21, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6295, b:1, d:21, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6295, b:1, d:20, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6295, b:1, d:20, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6296, b:1, d:20, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6296, b:1, d:19, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6296, b:1, d:19, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6297, b:1, d:19, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6297, b:1, d:18, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6297, b:1, d:18, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6298, b:1, d:18, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6298, b:1, d:17, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6298, b:1, d:17, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6299, b:1, d:17, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6299, b:1, d:16, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6299, b:1, d:16, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6300, b:1, d:16, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6300, b:1, d:15, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6300, b:1, d:15, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6301, b:1, d:15, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6301, b:1, d:14, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6301, b:1, d:14, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6302, b:1, d:14, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6302, b:1, d:13, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6302, b:1, d:13, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6303, b:1, d:13, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6303, b:1, d:12, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6303, b:1, d:12, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6304, b:1, d:12, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6304, b:1, d:11, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6304, b:1, d:11, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6305, b:1, d:11, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6305, b:1, d:10, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6305, b:1, d:10, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6306, b:1, d:10, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6306, b:1, d:9, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6306, b:1, d:9, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6307, b:1, d:9, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6307, b:1, d:8, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6307, b:1, d:8, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6308, b:1, d:8, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6308, b:1, d:7, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6308, b:1, d:7, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6309, b:1, d:7, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6309, b:1, d:6, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6309, b:1, d:6, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6310, b:1, d:6, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6310, b:1, d:5, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6310, b:1, d:5, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6311, b:1, d:5, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6311, b:1, d:4, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6311, b:1, d:4, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6312, b:1, d:4, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6312, b:1, d:3, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6312, b:1, d:3, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6313, b:1, d:3, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6313, b:1, d:2, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6313, b:1, d:2, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6314, b:1, d:2, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6314, b:1, d:1, c:55  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6314, b:1, d:1, c:55  ['inc', 'a']
DEBUG:root:22: regs[a:6315, b:1, d:1, c:55  ['dec', 'd']
DEBUG:root:23: regs[a:6315, b:1, d:0, c:55  ['jnz', 'd', '-2']
DEBUG:root:24: regs[a:6315, b:1, d:0, c:55  ['dec', 'c']
DEBUG:root:25: regs[a:6315, b:1, d:0, c:54  ['jnz', 'c', '-5']
DEBUG:root:20: regs[a:6315, b:1, d:0, c:54  ['cpy', '75', 'd']
DEBUG:root:21: regs[a:6315, b:1, d:75, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6316, b:1, d:75, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6316, b:1, d:74, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6316, b:1, d:74, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6317, b:1, d:74, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6317, b:1, d:73, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6317, b:1, d:73, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6318, b:1, d:73, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6318, b:1, d:72, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6318, b:1, d:72, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6319, b:1, d:72, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6319, b:1, d:71, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6319, b:1, d:71, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6320, b:1, d:71, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6320, b:1, d:70, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6320, b:1, d:70, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6321, b:1, d:70, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6321, b:1, d:69, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6321, b:1, d:69, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6322, b:1, d:69, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6322, b:1, d:68, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6322, b:1, d:68, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6323, b:1, d:68, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6323, b:1, d:67, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6323, b:1, d:67, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6324, b:1, d:67, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6324, b:1, d:66, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6324, b:1, d:66, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6325, b:1, d:66, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6325, b:1, d:65, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6325, b:1, d:65, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6326, b:1, d:65, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6326, b:1, d:64, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6326, b:1, d:64, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6327, b:1, d:64, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6327, b:1, d:63, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6327, b:1, d:63, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6328, b:1, d:63, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6328, b:1, d:62, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6328, b:1, d:62, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6329, b:1, d:62, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6329, b:1, d:61, c:54  ['jnz', 'd', '-2']
DEBUG:root:21: regs[a:6329, b:1, d:61, c:54  ['inc', 'a']
DEBUG:root:22: regs[a:6330, b:1, d:61, c:54  ['dec', 'd']
DEBUG:root:23: regs[a:6330, b:1, d:60, c:54  ['jnz', 'd', '-2']
